payment_id,customer_id,merchant_id,amount,currency,payment_method,status,failure_reason,attempt_count,event_timestamp,customer_success_rate,previous_retry_success_rate,contact_count,actual_recovery_outcome
pay_000210,cust_0212,merchant_014,11190.01,INR,card,failed,network_error,2,2026-06-16T12:33:00,0.38,0.83,1,1
pay_000211,cust_0275,merchant_007,1125.58,INR,wallet,failed,authentication_failed,1,2026-06-04T05:10:00,0.4,0.38,1,1
pay_000212,cust_0112,merchant_016,4256.89,INR,netbanking,failed,inactivity,2,2026-05-12T20:32:00,0.68,0.84,2,0
pay_000213,cust_0246,merchant_008,13942.96,INR,card,failed,processing_error,2,2026-01-22T08:33:00,0.92,0.28,2,0
pay_000214,cust_0184,merchant_010,5305.08,INR,wallet,failed,authentication_failed,3,2026-03-26T21:04:00,0.39,0.37,1,0
pay_000215,cust_0024,merchant_019,17295.29,INR,card,failed,insufficient_funds,3,2026-03-09T11:38:00,0.83,0.71,0,1
pay_000216,cust_0118,merchant_013,11438.81,INR,card,failed,bank_timeout,4,2026-01-28T17:53:00,0.64,0.6,1,1
pay_000217,cust_0252,merchant_015,3447.85,INR,netbanking,failed,insufficient_funds,3,2026-06-25T22:44:00,0.72,0.68,1,0
pay_000218,cust_0018,merchant_003,18909.24,INR,upi,failed,network_error,5,2026-06-24T06:13:00,0.77,0.52,2,1
pay_000219,cust_0112,merchant_017,9174.59,INR,upi,failed,repeated_attempts,2,2026-05-09T17:40:00,0.53,0.82,0,1
pay_000220,cust_0273,merchant_018,8285.64,INR,upi,failed,payment_method_declined,4,2026-03-30T19:28:00,0.73,0.62,2,1
pay_000221,cust_0221,merchant_006,2229.63,INR,upi,failed,insufficient_funds,1,2026-05-29T00:44:00,0.42,0.93,2,0
pay_000222,cust_0041,merchant_012,19190.03,INR,wallet,failed,insufficient_funds,3,2026-02-18T15:57:00,0.39,0.63,1,0
pay_000223,cust_0017,merchant_003,8165.04,INR,wallet,failed,payment_method_declined,1,2026-06-06T05:37:00,0.98,0.29,2,0
pay_000224,cust_0170,merchant_019,19548.85,INR,upi,failed,payment_method_declined,2,2026-04-01T23:54:00,0.24,0.11,0,0
pay_000225,cust_0039,merchant_009,17996.3,INR,upi,failed,invalid_details,5,2026-02-19T08:25:00,0.93,0.3,1,0
pay_000226,cust_0204,merchant_003,6055.61,INR,card,failed,network_error,2,2026-01-27T05:58:00,0.87,0.11,2,0
pay_000227,cust_0072,merchant_003,10065.78,INR,netbanking,failed,payment_method_declined,5,2026-03-11T21:02:00,0.87,0.68,1,0
pay_000228,cust_0204,merchant_011,689.55,INR,netbanking,failed,bank_timeout,3,2026-05-20T23:50:00,0.55,0.81,2,1
pay_000229,cust_0300,merchant_013,1805.31,INR,netbanking,failed,payment_method_switch,5,2026-03-20T14:46:00,0.56,0.29,1,0
pay_000230,cust_0079,merchant_013,6401.9,INR,upi,failed,payment_method_switch,2,2026-05-10T13:21:00,0.76,0.17,1,0
pay_000231,cust_0221,merchant_015,11184.0,INR,wallet,failed,bank_timeout,3,2026-01-25T02:55:00,0.94,0.48,0,1
pay_000232,cust_0198,merchant_001,5907.76,INR,wallet,failed,bank_timeout,5,2026-05-23T19:15:00,0.27,0.57,2,1
pay_000233,cust_0195,merchant_006,2862.92,INR,netbanking,failed,payment_method_switch,2,2026-04-05T20:44:00,0.77,0.58,2,1
pay_000234,cust_0040,merchant_012,5108.82,INR,card,failed,processing_error,3,2026-02-24T13:38:00,0.32,0.24,1,0
pay_000235,cust_0203,merchant_011,16848.11,INR,wallet,failed,repeated_attempts,4,2026-01-25T15:57:00,0.59,0.62,0,0
pay_000236,cust_0103,merchant_016,6352.25,INR,wallet,failed,payment_method_switch,5,2026-02-24T16:37:00,0.46,0.38,0,0
pay_000237,cust_0193,merchant_009,16348.24,INR,wallet,failed,blocked_payment,4,2026-05-23T08:29:00,0.43,0.69,2,0
pay_000238,cust_0014,merchant_015,18865.2,INR,card,failed,authentication_failed,5,2026-05-05T02:26:00,0.94,0.27,0,0
pay_000239,cust_0156,merchant_008,5128.37,INR,card,failed,insufficient_funds,4,2026-04-01T21:29:00,0.43,0.69,2,1
pay_000240,cust_0260,merchant_014,10918.54,INR,netbanking,failed,repeated_attempts,5,2026-04-16T23:51:00,0.82,0.16,1,0
pay_000241,cust_0182,merchant_006,12975.3,INR,upi,failed,inactivity,1,2026-05-20T23:36:00,0.84,0.6,0,1
pay_000242,cust_0133,merchant_008,10262.46,INR,card,failed,payment_method_declined,3,2026-01-20T06:52:00,0.71,0.65,1,1
pay_000243,cust_0013,merchant_016,2180.53,INR,wallet,failed,insufficient_funds,5,2026-04-02T02:34:00,0.51,0.76,2,1
pay_000244,cust_0106,merchant_017,9710.23,INR,wallet,failed,closed_account,2,2026-02-26T18:40:00,0.27,0.81,1,0
pay_000245,cust_0059,merchant_001,16998.68,INR,upi,failed,bank_timeout,1,2026-01-09T03:13:00,0.77,0.48,1,1
pay_000246,cust_0170,merchant_018,8584.75,INR,wallet,failed,inactivity,2,2026-02-01T18:11:00,0.33,0.94,2,0
pay_000247,cust_0102,merchant_015,11884.84,INR,wallet,failed,network_error,4,2026-01-06T07:32:00,0.52,0.26,1,0
pay_000248,cust_0275,merchant_006,7379.28,INR,card,failed,bank_timeout,1,2026-01-19T12:33:00,0.37,0.34,2,0
pay_000249,cust_0201,merchant_019,2373.22,INR,netbanking,failed,insufficient_funds,5,2026-02-27T01:17:00,0.41,0.83,2,0
pay_000250,cust_0069,merchant_011,2445.45,INR,netbanking,failed,invalid_details,3,2026-04-18T10:29:00,0.69,0.79,2,0
pay_000251,cust_0197,merchant_014,3796.5,INR,card,failed,bank_timeout,4,2026-04-19T13:49:00,0.49,0.22,1,1
pay_000252,cust_0184,merchant_001,9743.72,INR,card,failed,payment_method_declined,3,2026-04-23T18:14:00,0.59,0.22,1,1
pay_000253,cust_0228,merchant_016,3428.34,INR,upi,failed,payment_method_switch,4,2026-05-05T15:29:00,0.96,0.53,1,0
pay_000254,cust_0235,merchant_019,14876.11,INR,wallet,failed,payment_method_switch,2,2026-02-22T13:13:00,0.37,0.13,2,1
pay_000255,cust_0022,merchant_015,10972.43,INR,wallet,failed,payment_method_declined,5,2026-04-09T16:13:00,0.29,0.2,1,0
pay_000256,cust_0045,merchant_015,17319.28,INR,upi,failed,bank_timeout,3,2026-03-23T20:54:00,0.86,0.74,0,1
pay_000257,cust_0220,merchant_006,12361.41,INR,card,failed,repeated_attempts,5,2026-03-05T19:55:00,0.39,0.79,2,0
pay_000258,cust_0166,merchant_010,5857.73,INR,netbanking,failed,payment_method_switch,5,2026-04-19T15:42:00,0.84,0.58,1,0
pay_000259,cust_0211,merchant_002,19850.48,INR,card,failed,blocked_payment,1,2026-06-25T06:24:00,0.61,0.87,0,0
pay_000260,cust_0202,merchant_016,2929.22,INR,netbanking,failed,inactivity,3,2026-05-19T14:55:00,0.3,0.22,0,0
pay_000261,cust_0189,merchant_015,19010.06,INR,netbanking,failed,inactivity,1,2026-04-04T20:44:00,0.5,0.16,1,0
pay_000262,cust_0184,merchant_003,15933.99,INR,wallet,failed,payment_method_declined,1,2026-06-26T23:23:00,0.89,0.82,2,1
pay_000263,cust_0281,merchant_019,2698.83,INR,wallet,failed,network_error,3,2026-05-31T19:05:00,0.54,0.28,1,1
pay_000264,cust_0236,merchant_001,2572.32,INR,card,failed,payment_method_switch,1,2026-04-24T23:49:00,0.91,0.75,0,0
pay_000265,cust_0155,merchant_006,17501.03,INR,netbanking,failed,insufficient_funds,2,2026-06-15T13:15:00,0.2,0.91,2,1
pay_000266,cust_0120,merchant_014,13144.16,INR,upi,failed,bank_timeout,2,2026-03-14T03:38:00,0.48,0.17,0,1
pay_000267,cust_0005,merchant_011,16360.47,INR,wallet,failed,bank_timeout,2,2026-05-04T18:53:00,0.58,0.21,2,1
pay_000268,cust_0161,merchant_012,17631.68,INR,card,failed,inactivity,1,2026-05-27T17:16:00,0.58,0.29,2,1
pay_000269,cust_0085,merchant_015,7088.64,INR,card,failed,authentication_failed,2,2026-04-07T13:49:00,0.84,0.84,0,1
pay_000270,cust_0072,merchant_004,11832.52,INR,wallet,failed,inactivity,4,2026-01-16T18:44:00,0.32,0.45,0,0
pay_000271,cust_0284,merchant_020,12040.16,INR,netbanking,failed,authentication_failed,2,2026-04-28T08:23:00,0.54,0.77,1,1
pay_000272,cust_0097,merchant_013,5981.29,INR,upi,failed,payment_method_switch,3,2026-04-05T06:04:00,0.75,0.82,0,0
pay_000273,cust_0037,merchant_017,17785.62,INR,upi,failed,payment_method_switch,4,2026-02-13T21:18:00,0.83,0.3,0,0
pay_000274,cust_0089,merchant_016,19093.61,INR,upi,failed,blocked_payment,5,2026-03-08T12:30:00,0.94,0.21,1,0
pay_000275,cust_0260,merchant_010,12608.56,INR,wallet,failed,bank_timeout,1,2026-06-22T16:50:00,0.25,0.32,0,0
pay_000276,cust_0159,merchant_003,10274.96,INR,card,failed,insufficient_funds,5,2026-01-28T19:04:00,0.52,0.64,2,0
pay_000277,cust_0034,merchant_010,14003.65,INR,card,failed,blocked_payment,5,2026-05-19T22:34:00,0.32,0.38,2,0
pay_000278,cust_0090,merchant_004,352.03,INR,card,failed,bank_timeout,4,2026-04-21T20:01:00,0.27,0.47,2,1
pay_000279,cust_0133,merchant_006,7500.2,INR,netbanking,failed,inactivity,5,2026-05-23T12:55:00,0.33,0.91,2,0
pay_000280,cust_0135,merchant_019,12587.9,INR,wallet,failed,repeated_attempts,3,2026-02-19T12:18:00,0.29,0.86,1,0
pay_000281,cust_0053,merchant_019,13515.0,INR,upi,failed,insufficient_funds,5,2026-03-08T22:27:00,0.48,0.52,0,0
pay_000282,cust_0197,merchant_005,3661.32,INR,upi,failed,network_error,1,2026-01-09T08:53:00,0.6,0.14,0,1
pay_000283,cust_0164,merchant_009,16537.34,INR,netbanking,failed,payment_method_declined,4,2026-02-28T13:58:00,0.92,0.73,0,1
pay_000284,cust_0206,merchant_003,17552.13,INR,netbanking,failed,bank_timeout,2,2026-06-28T15:51:00,0.73,0.14,2,1
pay_000285,cust_0289,merchant_010,14817.56,INR,card,failed,repeated_attempts,4,2026-03-09T03:49:00,0.45,0.17,0,0
pay_000286,cust_0126,merchant_005,226.92,INR,wallet,failed,insufficient_funds,2,2026-06-13T22:05:00,0.67,0.52,2,0
pay_000287,cust_0193,merchant_010,2168.59,INR,card,failed,bank_timeout,1,2026-01-01T06:23:00,0.63,0.64,1,1
pay_000288,cust_0119,merchant_017,8319.83,INR,netbanking,failed,authentication_failed,2,2026-02-20T22:34:00,0.96,0.93,2,1
pay_000289,cust_0039,merchant_019,11399.63,INR,wallet,failed,insufficient_funds,5,2026-04-27T00:02:00,0.79,0.59,0,0
pay_000290,cust_0168,merchant_011,9109.88,INR,card,failed,inactivity,3,2026-05-08T13:31:00,0.3,0.35,1,0
pay_000291,cust_0231,merchant_015,6349.26,INR,upi,failed,bank_timeout,5,2026-01-29T06:59:00,0.36,0.76,0,1
pay_000292,cust_0047,merchant_006,16171.18,INR,netbanking,failed,payment_method_declined,3,2026-02-18T05:50:00,0.96,0.28,1,0
pay_000293,cust_0183,merchant_013,10317.85,INR,netbanking,failed,payment_method_switch,3,2026-01-17T14:30:00,0.75,0.13,0,0
pay_000294,cust_0128,merchant_004,9294.66,INR,card,failed,processing_error,4,2026-04-12T04:59:00,0.98,0.13,1,0
pay_000295,cust_0191,merchant_003,11688.24,INR,netbanking,failed,bank_timeout,2,2026-02-06T01:39:00,0.25,0.76,0,0
pay_000296,cust_0048,merchant_011,2538.3,INR,wallet,failed,closed_account,2,2026-03-22T17:22:00,0.26,0.95,2,0
pay_000297,cust_0219,merchant_006,7143.47,INR,card,failed,bank_timeout,4,2026-01-06T08:48:00,0.93,0.47,1,1
pay_000298,cust_0152,merchant_016,8298.64,INR,wallet,failed,processing_error,5,2026-04-23T07:36:00,0.55,0.23,2,1
pay_000299,cust_0128,merchant_018,15917.44,INR,wallet,failed,bank_timeout,2,2026-06-11T01:06:00,0.42,0.22,2,0
pay_000300,cust_0165,merchant_013,5481.67,INR,upi,failed,payment_method_switch,4,2026-06-16T03:32:00,0.48,0.56,1,0
pay_000301,cust_0272,merchant_012,15360.16,INR,card,failed,processing_error,3,2026-05-28T05:03:00,0.37,0.86,0,0
pay_000302,cust_0029,merchant_008,11556.27,INR,wallet,failed,blocked_payment,3,2026-05-29T14:24:00,0.28,0.66,2,0
pay_000303,cust_0184,merchant_019,661.31,INR,netbanking,failed,authentication_failed,2,2026-04-18T20:45:00,0.86,0.82,0,1
pay_000304,cust_0252,merchant_002,1896.12,INR,card,failed,blocked_payment,2,2026-04-09T16:34:00,0.65,0.58,1,0
pay_000305,cust_0175,merchant_006,18383.74,INR,netbanking,failed,payment_method_declined,3,2026-02-06T16:12:00,0.22,0.51,2,0
pay_000306,cust_0187,merchant_003,7534.46,INR,wallet,failed,bank_timeout,2,2026-06-04T02:19:00,0.32,0.7,0,1
pay_000307,cust_0250,merchant_011,3566.63,INR,netbanking,failed,payment_method_declined,2,2026-06-22T16:54:00,0.47,0.37,2,0
pay_000308,cust_0091,merchant_001,18980.88,INR,wallet,failed,network_error,3,2026-05-06T08:05:00,0.67,0.25,2,1
pay_000309,cust_0114,merchant_019,2171.79,INR,wallet,failed,invalid_details,2,2026-02-27T22:18:00,0.81,0.58,2,0
pay_000310,cust_0046,merchant_011,8987.94,INR,netbanking,failed,network_error,3,2026-04-26T19:32:00,0.79,0.3,0,0
pay_000311,cust_0225,merchant_014,19385.13,INR,wallet,failed,network_error,1,2026-01-01T05:35:00,0.75,0.4,2,1
pay_000312,cust_0116,merchant_006,9080.62,INR,upi,failed,insufficient_funds,1,2026-05-24T14:00:00,0.5,0.56,1,0
pay_000313,cust_0083,merchant_003,10986.22,INR,upi,failed,processing_error,1,2026-01-31T23:12:00,0.45,0.91,1,0
pay_000314,cust_0223,merchant_006,1165.76,INR,netbanking,failed,authentication_failed,1,2026-06-21T13:35:00,0.98,0.86,1,1
pay_000315,cust_0122,merchant_004,1087.75,INR,wallet,failed,network_error,5,2026-05-01T06:11:00,0.35,0.69,1,1
pay_000316,cust_0103,merchant_004,612.14,INR,card,failed,network_error,3,2026-04-24T19:03:00,0.49,0.46,2,0
pay_000317,cust_0251,merchant_009,1913.62,INR,wallet,failed,inactivity,1,2026-05-23T21:10:00,0.97,0.5,1,1
pay_000318,cust_0135,merchant_008,16757.87,INR,upi,failed,network_error,4,2026-02-17T22:21:00,0.9,0.41,0,1
pay_000319,cust_0117,merchant_018,1313.58,INR,wallet,failed,network_error,3,2026-03-17T08:44:00,0.75,0.18,2,0
pay_000320,cust_0154,merchant_003,7956.61,INR,upi,failed,payment_method_switch,4,2026-06-10T12:00:00,0.53,0.56,2,0
pay_000321,cust_0230,merchant_006,18986.32,INR,card,failed,insufficient_funds,5,2026-01-22T21:31:00,0.91,0.78,0,0
pay_000322,cust_0104,merchant_005,16698.75,INR,netbanking,failed,blocked_payment,4,2026-06-29T21:51:00,0.84,0.21,0,0
pay_000323,cust_0167,merchant_009,10441.79,INR,upi,failed,processing_error,1,2026-04-12T06:47:00,0.77,0.79,1,1
pay_000324,cust_0291,merchant_019,11695.27,INR,upi,failed,payment_method_switch,4,2026-03-17T10:43:00,0.69,0.54,0,1
pay_000325,cust_0211,merchant_009,7722.57,INR,wallet,failed,closed_account,3,2026-06-10T05:22:00,0.64,0.19,2,0
pay_000326,cust_0206,merchant_002,7976.28,INR,netbanking,failed,payment_method_declined,4,2026-04-23T13:09:00,0.57,0.25,0,0
pay_000327,cust_0156,merchant_010,5678.9,INR,wallet,failed,inactivity,3,2026-01-04T16:23:00,0.24,0.5,1,0
pay_000328,cust_0227,merchant_011,5461.46,INR,wallet,failed,invalid_details,2,2026-02-24T16:49:00,0.74,0.93,0,0
pay_000329,cust_0192,merchant_002,10353.87,INR,card,failed,payment_method_declined,4,2026-03-30T04:38:00,0.27,0.48,2,0
pay_000330,cust_0103,merchant_002,5064.86,INR,wallet,failed,bank_timeout,5,2026-01-06T06:28:00,0.76,0.44,2,1
pay_000331,cust_0064,merchant_001,4914.57,INR,wallet,failed,bank_timeout,3,2026-04-02T22:55:00,0.48,0.27,1,1
pay_000332,cust_0133,merchant_003,5772.88,INR,wallet,failed,payment_method_declined,5,2026-03-05T16:07:00,0.34,0.84,2,0
pay_000333,cust_0106,merchant_009,13066.59,INR,upi,failed,bank_timeout,2,2026-04-28T20:26:00,0.87,0.76,0,1
pay_000334,cust_0005,merchant_008,5122.57,INR,netbanking,failed,invalid_details,4,2026-04-28T20:24:00,0.96,0.68,0,0
pay_000335,cust_0239,merchant_010,13576.2,INR,wallet,failed,repeated_attempts,4,2026-03-25T13:23:00,0.76,0.33,1,0
pay_000336,cust_0145,merchant_010,13719.82,INR,wallet,failed,payment_method_declined,3,2026-04-28T20:16:00,0.21,0.95,2,0
pay_000337,cust_0153,merchant_007,3083.59,INR,card,failed,bank_timeout,3,2026-04-30T10:37:00,0.98,0.64,1,1
pay_000338,cust_0072,merchant_001,13142.47,INR,netbanking,failed,invalid_details,5,2026-05-01T05:54:00,0.84,0.78,1,0
pay_000339,cust_0098,merchant_011,14558.34,INR,card,failed,processing_error,1,2026-05-09T21:36:00,0.53,0.43,2,0
pay_000340,cust_0286,merchant_006,5946.3,INR,wallet,failed,inactivity,3,2026-02-24T15:34:00,0.7,0.5,2,0
pay_000341,cust_0046,merchant_008,7170.14,INR,netbanking,failed,bank_timeout,2,2026-06-13T18:22:00,0.4,0.79,2,1
pay_000342,cust_0241,merchant_002,17341.23,INR,upi,failed,authentication_failed,5,2026-03-26T10:12:00,0.9,0.42,1,0
pay_000343,cust_0078,merchant_005,19847.72,INR,netbanking,failed,insufficient_funds,4,2026-02-24T07:32:00,0.35,0.2,2,0
pay_000344,cust_0093,merchant_003,9802.86,INR,card,failed,authentication_failed,4,2026-02-27T14:18:00,0.65,0.87,0,0
pay_000345,cust_0251,merchant_003,2675.18,INR,wallet,failed,processing_error,2,2026-04-15T21:48:00,0.25,0.48,0,0
pay_000346,cust_0192,merchant_001,17850.93,INR,card,failed,inactivity,4,2026-01-07T20:49:00,0.52,0.92,0,0
pay_000347,cust_0067,merchant_004,7732.65,INR,netbanking,failed,bank_timeout,2,2026-06-09T15:36:00,0.2,0.72,2,1
pay_000348,cust_0269,merchant_011,8729.94,INR,card,failed,network_error,3,2026-05-13T11:56:00,0.85,0.35,1,1
pay_000349,cust_0207,merchant_001,4645.52,INR,card,failed,authentication_failed,2,2026-06-22T14:14:00,0.91,0.41,0,0
pay_000350,cust_0020,merchant_013,17543.23,INR,netbanking,failed,network_error,1,2026-05-10T10:53:00,0.22,0.53,1,1
pay_000351,cust_0011,merchant_002,13826.02,INR,wallet,failed,repeated_attempts,1,2026-01-20T16:21:00,0.69,0.6,2,0
pay_000352,cust_0005,merchant_010,8475.34,INR,upi,failed,insufficient_funds,2,2026-05-07T13:20:00,0.3,0.31,0,0
pay_000353,cust_0262,merchant_020,2442.92,INR,upi,failed,inactivity,2,2026-06-01T05:10:00,0.41,0.61,1,0
pay_000354,cust_0210,merchant_010,3291.43,INR,wallet,failed,payment_method_switch,3,2026-06-27T03:37:00,0.59,0.62,2,1
pay_000355,cust_0057,merchant_019,13413.54,INR,card,failed,closed_account,2,2026-01-03T07:42:00,0.74,0.51,0,0
pay_000356,cust_0152,merchant_009,9339.12,INR,upi,failed,blocked_payment,1,2026-04-28T07:09:00,0.82,0.16,1,0
pay_000357,cust_0060,merchant_004,17039.79,INR,upi,failed,payment_method_switch,3,2026-02-26T22:14:00,0.89,0.82,2,1
pay_000358,cust_0138,merchant_003,7515.18,INR,netbanking,failed,bank_timeout,3,2026-06-12T20:15:00,0.31,0.65,1,1
pay_000359,cust_0216,merchant_006,2349.83,INR,upi,failed,network_error,3,2026-05-06T14:13:00,0.52,0.92,1,0
pay_000360,cust_0225,merchant_006,12265.33,INR,netbanking,failed,blocked_payment,5,2026-05-27T01:08:00,0.87,0.19,1,0
pay_000361,cust_0211,merchant_015,1014.85,INR,netbanking,failed,payment_method_declined,2,2026-06-17T13:16:00,0.88,0.85,1,1
pay_000362,cust_0115,merchant_011,10430.08,INR,upi,failed,inactivity,5,2026-04-15T23:25:00,0.21,0.84,2,0
pay_000363,cust_0028,merchant_001,12903.63,INR,card,failed,insufficient_funds,4,2026-06-02T17:47:00,0.77,0.51,0,0
pay_000364,cust_0124,merchant_011,19405.89,INR,upi,failed,insufficient_funds,2,2026-05-17T19:02:00,0.57,0.52,0,0
pay_000365,cust_0294,merchant_015,1851.6,INR,wallet,failed,insufficient_funds,2,2026-03-25T13:48:00,0.63,0.42,0,0
pay_000366,cust_0286,merchant_018,103.38,INR,upi,failed,insufficient_funds,1,2026-03-15T10:39:00,0.29,0.52,0,0
pay_000367,cust_0234,merchant_011,7330.52,INR,upi,failed,payment_method_switch,5,2026-02-07T15:44:00,0.96,0.64,2,0
pay_000368,cust_0187,merchant_015,2369.06,INR,card,failed,payment_method_switch,5,2026-03-28T03:09:00,0.87,0.38,2,0
pay_000369,cust_0055,merchant_002,17947.85,INR,wallet,failed,bank_timeout,3,2026-04-06T00:35:00,0.48,0.64,2,1
pay_000370,cust_0062,merchant_013,4390.23,INR,card,failed,network_error,1,2026-04-22T04:51:00,0.77,0.71,1,1
pay_000371,cust_0235,merchant_019,19128.19,INR,card,failed,repeated_attempts,5,2026-05-21T13:33:00,0.29,0.45,0,0
pay_000372,cust_0261,merchant_006,13867.17,INR,card,failed,blocked_payment,5,2026-06-02T16:50:00,0.2,0.73,1,0
pay_000373,cust_0197,merchant_014,19592.07,INR,card,failed,repeated_attempts,5,2026-06-10T16:33:00,0.3,0.43,2,0
pay_000374,cust_0263,merchant_010,16877.18,INR,netbanking,failed,processing_error,4,2026-01-26T03:43:00,0.96,0.92,0,1
pay_000375,cust_0177,merchant_005,19628.58,INR,card,failed,repeated_attempts,2,2026-04-24T15:01:00,0.94,0.64,0,0
pay_000376,cust_0293,merchant_014,13517.45,INR,netbanking,failed,insufficient_funds,1,2026-04-13T08:38:00,0.75,0.37,1,1
pay_000377,cust_0029,merchant_007,5412.87,INR,card,failed,invalid_details,1,2026-03-11T08:02:00,0.53,0.11,0,0
pay_000378,cust_0278,merchant_002,7237.78,INR,wallet,failed,blocked_payment,1,2026-05-23T18:54:00,0.74,0.22,2,0
pay_000379,cust_0122,merchant_017,15707.71,INR,netbanking,failed,bank_timeout,2,2026-04-28T19:18:00,0.89,0.73,2,1
pay_000380,cust_0028,merchant_001,14899.03,INR,card,failed,inactivity,4,2026-02-26T22:00:00,0.24,0.42,2,0
pay_000381,cust_0189,merchant_019,10977.64,INR,card,failed,payment_method_declined,2,2026-05-09T06:34:00,0.82,0.84,2,0
pay_000382,cust_0089,merchant_017,2475.14,INR,upi,failed,repeated_attempts,2,2026-01-14T13:21:00,0.96,0.35,2,1
pay_000383,cust_0080,merchant_002,3158.7,INR,netbanking,failed,insufficient_funds,5,2026-01-02T00:39:00,0.64,0.21,1,0
pay_000384,cust_0184,merchant_003,15702.23,INR,netbanking,failed,payment_method_declined,3,2026-05-24T19:09:00,0.81,0.63,1,0
pay_000385,cust_0207,merchant_003,7053.12,INR,card,failed,insufficient_funds,5,2026-03-17T17:13:00,0.96,0.54,0,0
pay_000386,cust_0005,merchant_004,13411.88,INR,wallet,failed,inactivity,5,2026-03-28T10:40:00,0.46,0.35,2,0
pay_000387,cust_0196,merchant_004,7778.93,INR,netbanking,failed,network_error,2,2026-05-05T06:06:00,0.71,0.88,0,0
pay_000388,cust_0152,merchant_007,6474.22,INR,upi,failed,bank_timeout,5,2026-03-23T02:40:00,0.61,0.75,2,1
pay_000389,cust_0108,merchant_007,17312.52,INR,wallet,failed,blocked_payment,5,2026-01-02T08:01:00,0.33,0.91,2,0
pay_000390,cust_0079,merchant_001,9238.58,INR,netbanking,failed,invalid_details,4,2026-05-29T16:27:00,0.36,0.8,2,0
pay_000391,cust_0117,merchant_009,8211.89,INR,wallet,failed,bank_timeout,3,2026-01-13T19:45:00,0.26,0.25,2,0
pay_000392,cust_0033,merchant_019,1005.79,INR,upi,failed,inactivity,1,2026-01-02T01:46:00,0.54,0.11,2,0
pay_000393,cust_0225,merchant_013,7962.75,INR,upi,failed,authentication_failed,3,2026-01-16T17:56:00,0.6,0.35,2,1
pay_000394,cust_0074,merchant_010,13578.05,INR,netbanking,failed,insufficient_funds,4,2026-02-23T16:46:00,0.62,0.22,2,0
pay_000395,cust_0202,merchant_018,10995.76,INR,upi,failed,blocked_payment,2,2026-01-08T14:30:00,0.21,0.84,0,1
pay_000396,cust_0263,merchant_005,3302.99,INR,card,failed,processing_error,3,2026-03-17T02:54:00,0.79,0.87,0,0
pay_000397,cust_0282,merchant_015,12929.02,INR,upi,failed,payment_method_declined,5,2026-06-04T23:46:00,0.4,0.2,0,0
pay_000398,cust_0066,merchant_008,2090.9,INR,upi,failed,processing_error,5,2026-06-23T05:20:00,0.25,0.18,1,0
pay_000399,cust_0079,merchant_019,11380.55,INR,netbanking,failed,closed_account,5,2026-02-25T15:30:00,0.45,0.48,2,0
pay_000400,cust_0142,merchant_012,2772.69,INR,netbanking,failed,blocked_payment,2,2026-05-15T16:18:00,0.33,0.37,2,0
pay_000401,cust_0042,merchant_009,17188.4,INR,card,failed,invalid_details,3,2026-04-11T10:17:00,0.57,0.4,1,0
pay_000402,cust_0260,merchant_001,16271.58,INR,wallet,failed,invalid_details,1,2026-01-14T17:25:00,0.36,0.72,2,0
pay_000403,cust_0242,merchant_005,7379.79,INR,card,failed,repeated_attempts,3,2026-06-12T17:53:00,0.37,0.13,2,0
pay_000404,cust_0204,merchant_012,10093.13,INR,card,failed,invalid_details,2,2026-04-02T05:26:00,0.67,0.83,1,0
pay_000405,cust_0092,merchant_019,18979.37,INR,card,failed,invalid_details,2,2026-01-26T13:17:00,0.84,0.62,2,0
pay_000406,cust_0190,merchant_008,951.89,INR,card,failed,repeated_attempts,2,2026-02-12T04:31:00,0.58,0.4,1,1
pay_000407,cust_0166,merchant_004,14104.35,INR,netbanking,failed,insufficient_funds,4,2026-01-08T06:20:00,0.83,0.43,0,0
pay_000408,cust_0040,merchant_017,5106.57,INR,card,failed,invalid_details,2,2026-04-29T23:57:00,0.41,0.56,1,0
pay_000409,cust_0257,merchant_005,8853.98,INR,card,failed,insufficient_funds,4,2026-06-11T12:06:00,0.48,0.84,1,0
pay_000410,cust_0061,merchant_008,8350.81,INR,netbanking,failed,bank_timeout,2,2026-03-07T22:34:00,0.71,0.28,0,1
pay_000411,cust_0211,merchant_001,4949.04,INR,card,failed,repeated_attempts,2,2026-01-30T08:29:00,0.58,0.51,2,0
pay_000412,cust_0133,merchant_006,10381.15,INR,wallet,failed,payment_method_declined,1,2026-01-27T17:39:00,0.33,0.64,2,1
pay_000413,cust_0242,merchant_016,3494.28,INR,wallet,failed,payment_method_declined,3,2026-02-09T10:18:00,0.65,0.12,0,0
pay_000414,cust_0086,merchant_011,18454.8,INR,upi,failed,payment_method_declined,2,2026-05-01T02:02:00,0.83,0.8,2,0
pay_000415,cust_0215,merchant_005,12149.67,INR,card,failed,network_error,2,2026-06-06T11:36:00,0.5,0.19,2,0
pay_000416,cust_0247,merchant_005,18049.5,INR,upi,failed,insufficient_funds,5,2026-05-17T23:12:00,0.69,0.13,2,0
pay_000417,cust_0272,merchant_014,4666.78,INR,wallet,failed,invalid_details,5,2026-03-09T10:12:00,0.81,0.65,1,0
pay_000418,cust_0245,merchant_008,18210.7,INR,upi,failed,payment_method_switch,5,2026-03-19T10:59:00,0.5,0.6,0,1
pay_000419,cust_0004,merchant_019,10498.56,INR,upi,failed,processing_error,2,2026-05-10T02:19:00,0.89,0.45,0,0
